,BUILDING_BP1 길이옵셋,BUILDING_BP1 오픈/오버랩량 조정,BUILDING_Belt #1 - 길이,BUILDING_Belt #1 - 폭 ,BUILDING_Belt #2 - 길이,BUILDING_Belt #2 - 폭 ,BUILDING_Belt Offset,BUILDING_Belt 각도,BUILDING_Carcass #1 - 폭 ,BUILDING_Carcass #2 - 폭 ,BUILDING_Inner - 폭 ,BUILDING_PA - 길이,BUILDING_PA - 폭 ,BUILDING_Splice Lap-BP1-우,BUILDING_Splice Lap-BP1-좌,BUILDING_Splice Lap-BP1-중,BUILDING_Splice Lap-PA-우,BUILDING_Splice Lap-PA-좌,BUILDING_Splice Lap-PA-중,BUILDING_Splice Lap-벨트1-우,BUILDING_Splice Lap-벨트1-좌,BUILDING_Splice Lap-벨트1-중,BUILDING_Splice Lap-벨트2-우,BUILDING_Splice Lap-벨트2-좌,BUILDING_Splice Lap-벨트2-중,BUILDING_Splice Lap-트래드-우,BUILDING_Splice Lap-트래드-좌,BUILDING_Splice Lap-트래드-중,BUILDING_T/D 스티칭 압력 - Setting - 폭,BUILDING_Tread 길이 - 세팅,BUILDING_Tread 길이 - 실측,BUILDING_Tread 폭 - 세팅,BUILDING_Tread 폭 - 실측,BUILDING_WRK_DATE,BUILDING_멀티롤압력센-BP1-Ch1,BUILDING_멀티롤압력센-BP1-Ch2-우,BUILDING_멀티롤압력센-BP1-Ch2-좌,BUILDING_멀티롤압력센-BP1-Ch3-우,BUILDING_멀티롤압력센-BP1-Ch3-좌,BUILDING_멀티롤압력센-BP1-Ch4-우,BUILDING_멀티롤압력센-BP1-Ch4-좌,BUILDING_멀티롤압력센-BP1-Ch5-우,BUILDING_멀티롤압력센-BP1-Ch5-좌,BUILDING_멀티롤압력센-BP1-Ch6-우,BUILDING_멀티롤압력센-BP1-Ch6-좌,BUILDING_멀티롤압력센-BP1-Ch7-우,BUILDING_멀티롤압력센-BP1-Ch7-좌,BUILDING_재료길이-BP1 App CV,BUILDING_재료길이-BP1 FrontCV,BUILDING_재료길이-BP1 Mid CV,BUILDING_재료길이-BP1 Mid_우 CV,BUILDING_재료길이-BP1 컷팅 CV,BUILDING_재료길이-PA App CV,BUILDING_재료길이-PA 컷팅 CV,BUILDING_재료옵셋-BP1,BUILDING_재료옵셋-PA,gt_LWM_STD_WGT,gt_MRM_WGT,gt_STD_WGT,gt_UPM_STD_WGT
94900,110.0,70.0,1951.44,211.69,1965.21,198.69,5.7,27.0,621.07,441.62,403.89,1401.0,593.56,5.7,5.5,5.5,7.6,8.4,7.9,0.0,0.0,1.0,1.2,0.9,2.3,8.4,2.8,7.0,220.0,1983.0,1982.8,252.0,252.78,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1989.0,1936.7,1405.2,1405.9,1406.1,768.0,1463.2,1416.0,1401.0,10.469,10.78,10.737,11.005
94901,110.0,70.0,1952.66,211.69,1965.21,198.32,5.7,27.0,621.07,441.62,404.91,1401.0,593.49,5.7,6.4,6.2,7.6,9.0,7.9,1.5,0.0,1.7,1.2,0.0,2.3,0.9,0.1,0.4,220.0,1983.0,1982.09,252.0,252.76,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1968.6,1936.7,1405.3,1406.2,1406.1,567.1,1463.5,1416.0,1401.0,10.469,10.8,10.737,11.005
94902,110.0,70.0,1952.66,211.4,1965.21,198.7,5.7,27.0,621.03,441.62,403.89,1401.0,593.43,5.5,6.4,6.2,7.2,9.0,7.2,2.8,0.0,1.7,0.0,0.0,1.3,0.4,0.1,0.1,220.0,1983.0,1982.45,252.0,252.52,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1968.6,1936.7,1405.7,1406.2,1406.2,673.1,1471.8,1416.0,1401.0,10.469,10.77,10.737,11.005
94903,110.0,70.0,1950.61,211.49,1965.12,198.7,5.7,27.0,620.89,441.62,404.4,1401.0,593.22,5.5,5.3,5.3,5.8,8.4,6.6,2.8,3.8,1.7,0.9,0.0,1.0,1.3,0.1,1.8,220.0,1983.0,1984.58,252.0,252.76,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1883.9,1936.7,1405.9,1405.9,1406.2,673.1,1471.8,1416.0,1401.0,10.469,10.78,10.737,11.005
94904,110.0,70.0,1952.82,211.49,1963.35,198.48,5.7,27.0,621.06,441.62,404.91,1401.0,593.82,5.7,5.7,6.0,4.0,8.4,7.7,2.2,3.8,1.3,0.0,0.0,1.0,2.2,0.4,3.2,220.0,1983.0,1984.94,252.0,252.79,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,2091.5,1936.7,1405.9,1406.3,1406.2,617.1,1473.3,1416.0,1401.0,10.469,10.77,10.737,11.005
94905,110.0,70.0,1951.48,210.52,1963.35,198.78,5.7,27.0,621.06,441.62,404.4,1401.0,593.65,5.7,5.7,6.0,6.0,7.7,7.7,2.8,0.0,0.0,0.0,0.0,1.0,2.2,0.4,3.2,220.0,1983.0,1984.94,252.0,252.95,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,2091.5,1936.7,1405.9,1406.3,1406.2,571.5,1473.3,1416.0,1401.0,10.469,10.77,10.737,11.005
94906,110.0,70.0,1951.48,209.83,1964.38,198.78,5.7,27.0,621.01,441.62,403.89,1401.0,593.65,4.4,5.3,6.0,8.1,7.7,7.2,2.8,0.0,0.0,0.9,0.9,0.7,2.2,0.4,3.2,220.0,1983.0,1982.8,252.0,253.07,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1967.5,1936.7,1405.9,1406.2,1405.8,978.9,1473.0,1416.0,1401.0,10.469,10.79,10.737,11.005
94907,110.0,70.0,1953.97,209.29,1964.38,198.24,5.7,27.0,620.92,441.62,404.4,1401.0,593.47,5.0,5.3,5.9,8.1,7.7,7.2,2.8,0.0,0.0,0.0,1.2,0.7,1.8,1.1,0.9,220.0,1983.0,1982.8,252.0,253.07,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1969.9,1936.7,1406.0,1406.3,1406.3,978.9,1473.0,1416.0,1401.0,10.469,10.81,10.737,11.005
94908,110.0,70.0,1953.97,213.41,1963.79,198.07,5.7,27.0,620.92,441.62,403.89,1401.0,593.49,5.0,5.0,4.8,6.3,6.8,6.6,2.8,0.0,0.0,0.0,1.2,0.7,1.8,1.1,0.9,220.0,1983.0,1983.16,252.0,252.97,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1969.9,1936.7,1406.0,1406.3,1406.3,596.1,1472.7,1416.0,1401.0,10.469,10.8,10.737,11.005
94909,110.0,70.0,1955.57,213.41,1965.72,198.99,5.7,27.0,620.93,441.62,403.89,1401.0,593.49,4.8,4.8,4.6,6.9,6.8,6.3,5.7,2.2,1.3,0.0,3.1,1.0,1.8,1.1,0.9,220.0,1983.0,1983.16,252.0,252.97,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1989.6,1936.7,1405.9,1405.7,1406.5,596.1,1472.3,1416.0,1401.0,10.469,10.77,10.737,11.005
94910,110.0,70.0,1955.57,211.39,1965.72,198.36,5.7,27.0,620.93,441.62,404.91,1401.0,593.48,4.8,4.8,5.1,6.9,6.8,6.3,5.7,5.0,2.0,0.0,0.0,2.0,0.4,0.1,0.1,220.0,1983.0,1979.96,252.0,252.93,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1991.3,1936.7,1405.9,1405.7,1406.5,597.3,1472.3,1416.0,1401.0,10.469,10.82,10.737,11.005
94911,110.0,70.0,1952.73,211.39,1964.77,199.56,5.7,27.0,621.02,441.62,403.38,1401.0,593.45,5.7,4.6,5.1,6.1,5.2,5.7,4.4,5.0,2.0,0.0,0.0,2.0,1.1,-0.5,0.9,220.0,1983.0,1981.02,252.0,252.93,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1991.3,1936.7,1406.2,1406.6,1406.7,597.3,1473.0,1416.0,1401.0,10.469,10.83,10.737,11.005
94912,110.0,70.0,1952.22,210.87,1964.77,199.56,5.7,27.0,621.02,441.62,403.38,1401.0,593.63,5.7,4.4,5.5,7.6,9.7,9.0,4.4,1.2,1.3,1.2,0.0,1.0,1.8,0.1,0.9,220.0,1983.0,1982.45,252.0,252.83,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1990.7,1936.7,1406.2,1406.6,1406.7,573.6,1473.0,1416.0,1401.0,10.469,10.82,10.737,11.005
94913,110.0,70.0,1951.04,211.11,1965.72,198.46,5.7,27.0,621.07,441.62,403.38,1401.0,593.63,6.2,5.1,6.4,7.6,9.7,9.0,3.8,1.2,0.0,1.2,0.0,1.0,7.9,6.0,6.5,220.0,1983.0,1983.16,252.0,252.68,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1990.7,1938.4,1406.0,1406.2,1405.7,584.5,1472.4,1416.0,1401.0,10.469,10.84,10.737,11.005
94914,110.0,70.0,1951.9,211.89,1965.72,198.99,5.7,27.0,621.07,441.62,404.4,1401.0,593.37,6.2,5.1,6.4,7.4,8.6,8.2,1.9,3.1,0.0,1.5,1.5,0.7,7.9,6.0,6.5,220.0,1983.0,1983.16,252.0,252.82,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1970.8,1938.4,1405.7,1405.5,1405.9,647.7,1472.4,1416.0,1401.0,10.469,10.8,10.737,11.005
94915,110.0,70.0,1954.32,211.89,1962.52,198.99,5.7,27.0,621.05,441.62,403.38,1401.0,593.49,5.5,5.1,5.7,7.4,8.6,8.2,2.8,3.1,0.0,1.5,1.5,1.0,1.1,1.3,1.1,220.0,1983.0,1983.16,252.0,252.82,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1990.7,1936.7,1406.2,1406.5,1406.3,647.7,1472.7,1416.0,1401.0,10.469,10.82,10.737,11.005
94916,110.0,70.0,1954.32,211.28,1962.63,198.66,5.7,27.0,620.83,441.62,403.38,1401.0,593.52,5.5,5.3,5.7,7.0,7.9,8.2,4.1,1.9,0.0,1.2,1.2,1.0,1.8,0.1,0.9,220.0,1983.0,1982.45,252.0,252.79,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1990.7,1936.7,1406.2,1406.5,1406.3,698.0,1472.7,1416.0,1401.0,10.469,10.79,10.737,11.005
94917,110.0,70.0,1956.33,211.13,1962.72,198.61,5.7,27.0,621.04,441.62,402.37,1401.0,593.52,6.8,6.4,6.6,7.0,7.9,8.2,4.1,1.9,0.0,1.5,1.5,1.0,1.8,0.4,1.8,220.0,1983.0,1983.51,252.0,252.79,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1968.6,1936.7,1405.9,1405.7,1406.6,698.0,1473.0,1416.0,1401.0,10.469,10.77,10.737,11.005
94918,110.0,70.0,1956.33,212.07,1962.75,198.64,5.7,27.0,621.04,441.62,401.86,1401.0,593.46,6.8,6.4,6.6,6.7,7.0,7.3,1.5,0.0,0.0,1.5,2.5,1.0,0.4,2.2,1.8,220.0,1983.0,1983.87,252.0,252.8,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1968.1,1936.7,1406.5,1406.5,1406.7,571.8,1473.0,1416.0,1401.0,10.469,10.79,10.737,11.005
94919,110.0,70.0,1954.85,212.07,1962.75,198.64,5.7,27.0,620.95,441.62,403.38,1401.0,593.46,6.4,5.1,6.6,6.7,7.5,8.1,5.7,1.9,2.3,0.0,2.5,1.3,1.3,2.2,1.8,220.0,1983.0,1984.58,252.0,252.93,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1968.1,1936.7,1406.5,1406.5,1406.7,568.0,1464.1,1416.0,1401.0,10.469,10.8,10.737,11.005
94920,110.0,70.0,1954.51,211.05,1963.91,197.92,5.7,27.0,620.95,441.62,441.49,1401.0,593.91,3.9,4.6,4.6,7.8,9.5,9.1,5.7,1.9,2.3,1.5,0.0,1.3,1.3,1.3,2.2,220.0,1983.0,1984.58,252.0,252.93,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,2106.3,1936.7,1405.9,1405.5,1405.3,589.0,1473.4,1416.0,1401.0,10.469,10.8,10.737,11.005
94921,110.0,70.0,1954.51,210.7,1963.91,197.88,5.7,27.0,620.95,441.62,441.49,1401.0,593.7,5.5,4.2,6.0,7.8,9.5,9.1,2.5,0.6,-0.2,1.5,0.0,1.3,1.3,0.4,2.2,220.0,1983.0,1983.51,252.0,252.74,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,2106.3,1936.7,1406.0,1406.2,1406.2,610.3,1472.1,1416.0,1401.0,10.469,10.82,10.737,11.005
94922,110.0,70.0,1954.51,210.7,1963.91,197.88,5.7,27.0,620.95,441.62,435.9,1401.0,593.63,5.5,4.2,6.0,6.1,7.7,6.6,2.5,0.6,-0.2,1.5,0.0,1.3,1.3,-0.2,1.3,220.0,1983.0,1983.51,252.0,252.74,20230423,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1406.1,1936.7,1406.0,1406.2,1406.2,610.3,1470.6,1416.0,1401.0,10.469,10.82,10.737,11.005
95405,110.0,70.0,1965.76,221.49,1971.5,206.93,6.4,27.0,620.78,441.73,420.66,1402.0,596.49,5.9,5.3,6.4,5.6,6.6,7.9,4.1,1.9,2.3,1.9,2.2,1.7,1.3,0.4,1.3,240.0,1995.0,1990.9,260.0,263.14,20230424,4.0,1.8,2.5,1.8,2.5,1.8,2.5,1.8,2.5,1.5,1.9,0.0,0.0,1403.5,1938.4,1409.7,1410.0,1408.3,680.8,1474.0,1416.0,1402.0,10.469,10.86,10.737,11.005
95406,110.0,70.0,1953.21,212.43,1967.26,198.8,5.7,27.0,620.96,441.49,404.4,1401.0,593.55,5.7,5.3,6.4,7.6,8.1,7.7,1.5,1.2,1.0,0.0,1.2,1.3,1.3,0.4,1.3,220.0,1983.0,1983.16,252.0,253.4,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1639.9,1938.4,1405.3,1405.9,1405.6,805.3,1474.5,1416.0,1401.0,10.469,10.83,10.737,11.005
95407,110.0,70.0,1951.74,212.43,1967.26,198.8,5.7,27.0,620.96,441.49,406.43,1401.0,593.66,5.1,6.0,5.3,7.6,9.5,8.8,5.0,2.8,3.2,0.0,0.9,0.4,1.3,0.4,1.3,220.0,1983.0,1981.38,252.0,252.9,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,288.8,1938.4,1405.3,1405.9,1405.7,805.3,1474.5,1416.0,1401.0,10.469,10.81,10.737,11.005
95408,110.0,70.0,1951.74,212.17,1963.08,198.8,5.7,27.0,621.17,441.49,405.42,1401.0,593.66,4.8,6.0,5.3,7.2,9.5,8.8,5.0,2.8,3.2,1.9,0.0,2.3,1.1,2.2,0.4,220.0,1983.0,1979.96,252.0,252.96,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,288.8,1938.4,1405.9,1405.6,1406.0,647.1,1474.0,1416.0,1401.0,10.469,10.78,10.737,11.005
95409,110.0,70.0,1949.42,213.01,1963.08,198.95,5.7,27.0,621.17,441.49,403.38,1401.0,593.56,5.9,5.3,5.7,6.9,9.5,8.1,4.1,2.2,2.0,0.0,0.0,2.3,0.7,-1.2,-0.2,220.0,1983.0,1982.45,252.0,252.96,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1849.5,1936.7,1405.9,1406.0,1406.2,647.1,1474.0,1416.0,1401.0,10.469,10.75,10.737,11.005
95410,110.0,70.0,1951.44,213.01,1963.08,198.95,5.7,27.0,621.02,441.49,403.38,1401.0,593.95,5.9,5.3,5.7,6.9,9.3,8.1,4.4,2.8,2.3,0.0,0.0,1.3,0.7,-1.2,-0.8,220.0,1983.0,1982.45,252.0,252.95,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1407.0,1936.7,1405.7,1406.0,1406.2,575.1,1474.9,1416.0,1401.0,10.469,10.77,10.737,11.005
95411,110.0,70.0,1951.44,211.47,1962.84,198.34,5.7,27.0,620.94,441.49,404.4,1401.0,593.95,5.3,4.6,5.9,7.9,8.4,9.9,5.0,3.4,2.9,0.0,0.0,0.4,0.7,0.1,1.3,220.0,1983.0,1982.45,252.0,253.01,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1957.1,1936.7,1405.7,1405.7,1405.4,8.4,1474.9,1416.0,1401.0,10.469,10.74,10.737,11.005
95412,110.0,70.0,1949.75,211.71,1963.32,199.35,5.7,27.0,620.92,441.49,404.4,1401.0,593.6,5.3,5.7,6.6,7.9,9.0,9.9,5.0,3.4,2.9,0.0,0.0,1.0,0.7,0.1,1.3,220.0,1983.0,1980.67,252.0,253.18,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1957.1,1936.7,1405.7,1405.7,1405.4,8.4,1463.9,1416.0,1401.0,10.469,10.76,10.737,11.005
95413,110.0,70.0,1955.94,212.28,1963.32,199.35,5.7,27.0,620.95,441.49,404.4,1401.0,593.62,5.3,5.7,6.6,6.1,9.0,8.1,3.8,2.8,1.7,0.3,1.5,0.7,0.4,-0.2,0.4,220.0,1983.0,1981.74,252.0,253.18,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1636.0,1936.7,1405.2,1405.7,1405.2,3.2,1464.2,1416.0,1401.0,10.469,10.78,10.737,11.005
95414,110.0,70.0,1955.94,212.28,1962.52,198.03,5.7,27.0,620.95,441.49,404.4,1401.0,593.72,4.4,5.5,5.7,6.7,9.3,9.1,3.1,2.8,1.3,0.0,1.5,1.0,7.4,5.0,7.0,220.0,1983.0,1981.74,252.0,253.02,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1965.5,1936.7,1405.2,1405.2,1405.0,0.5,1474.5,1416.0,1401.0,10.469,10.77,10.737,11.005
95415,110.0,70.0,1952.32,211.39,1962.52,198.62,5.7,27.0,620.91,441.49,405.42,1401.0,593.72,5.1,6.6,5.5,7.9,9.3,9.1,3.1,0.0,1.3,1.5,2.5,1.3,7.4,5.0,7.0,220.0,1983.0,1981.38,252.0,252.99,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1991.6,1936.7,1404.7,1405.0,1404.6,630.2,1474.5,1416.0,1401.0,10.469,10.79,10.737,11.005
95416,110.0,70.0,1953.19,212.33,1964.65,198.62,5.7,27.0,620.98,441.49,404.4,1401.0,593.16,5.1,6.6,5.5,7.9,8.2,8.8,3.4,2.5,1.7,1.5,2.5,1.3,0.1,-0.8,0.4,220.0,1983.0,1984.94,252.0,252.99,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1991.6,1936.7,1404.7,1405.0,1405.0,584.0,1465.9,1416.0,1401.0,10.469,10.86,10.737,11.005
95417,110.0,70.0,1953.19,212.33,1964.65,198.23,5.7,27.0,620.98,441.49,405.42,1401.0,593.08,5.3,6.6,5.5,7.6,8.2,8.8,3.4,2.5,1.7,0.0,0.6,2.0,0.4,-2.2,0.4,220.0,1983.0,1984.94,252.0,252.81,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1642.6,1936.7,1405.7,1405.3,1405.9,77.0,1465.9,1416.0,1401.0,10.469,10.84,10.737,11.005
95418,110.0,70.0,1952.8,211.68,1962.37,199.0,5.7,27.0,620.85,441.49,405.42,1401.0,593.08,5.3,6.6,5.5,6.9,7.7,8.1,3.8,2.2,2.3,1.2,0.0,2.3,0.4,-2.2,0.1,220.0,1983.0,1984.23,252.0,253.26,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1642.6,1936.7,1405.7,1405.3,1405.9,77.0,1465.9,1416.0,1401.0,10.469,10.86,10.737,11.005
95419,110.0,70.0,1952.8,212.51,1963.79,199.0,5.7,27.0,620.86,441.49,404.4,1401.0,593.03,3.3,5.0,4.6,7.2,8.4,8.4,3.8,2.2,2.3,1.2,0.0,2.3,-0.8,-0.8,-2.2,220.0,1983.0,1984.23,252.0,253.26,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1626.6,1936.7,1405.7,1405.0,1405.3,941.6,1471.7,1416.0,1401.0,10.469,10.84,10.737,11.005
95420,110.0,70.0,1952.85,212.51,1963.79,198.71,5.7,27.0,620.96,441.49,403.89,1401.0,593.03,5.0,5.3,5.7,7.2,8.4,8.4,4.7,2.2,2.6,0.0,0.0,1.3,0.4,0.4,0.9,220.0,1983.0,1983.51,252.0,252.96,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1406.6,1936.7,1406.2,1406.0,1405.4,941.6,1471.7,1416.0,1401.0,10.469,10.84,10.737,11.005
95421,110.0,70.0,1952.85,212.12,1961.8,199.18,5.7,27.0,621.06,441.49,401.86,1401.0,592.99,6.0,5.3,5.7,7.2,8.8,9.3,4.7,1.2,2.6,0.0,1.9,1.0,0.4,0.4,0.9,220.0,1983.0,1981.02,252.0,253.22,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1990.7,1936.7,1406.2,1406.6,1406.1,693.0,1472.1,1416.0,1401.0,10.469,10.84,10.737,11.005
95422,110.0,70.0,1952.88,212.92,1963.23,199.18,5.7,27.0,621.06,441.49,401.35,1401.0,593.0,6.0,5.0,5.7,7.2,8.8,9.3,3.8,0.0,2.0,1.5,1.9,1.3,0.4,1.8,-0.5,220.0,1983.0,1979.6,252.0,253.22,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1992.7,1936.7,1406.0,1406.6,1406.1,605.3,1472.1,1416.0,1401.0,10.469,10.91,10.737,11.005
95423,110.0,70.0,1953.56,212.92,1963.35,198.34,5.7,27.0,621.08,441.49,402.37,1401.0,593.0,4.8,4.6,4.8,7.8,9.5,8.4,3.4,2.8,1.3,1.5,0.0,1.3,0.1,1.8,-0.8,220.0,1983.0,1983.51,252.0,253.13,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1992.7,1936.7,1405.9,1405.7,1405.9,757.9,1466.3,1416.0,1401.0,10.469,10.91,10.737,11.005
95424,110.0,70.0,1953.56,212.38,1965.0,198.33,5.7,27.0,621.08,441.49,402.37,1401.0,593.03,4.8,7.3,6.6,7.8,9.5,9.0,3.8,2.8,1.7,0.0,0.0,1.3,0.9,-0.8,0.9,220.0,1983.0,1983.51,252.0,253.12,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1989.9,1938.4,1405.4,1405.7,1405.6,757.9,1466.3,1416.0,1401.0,10.469,10.8,10.737,11.005
95425,110.0,70.0,1954.45,212.68,1965.0,198.83,5.7,27.0,620.9,441.49,402.37,1401.0,593.03,4.8,7.3,6.6,7.9,8.8,9.1,3.8,3.4,2.3,0.0,1.9,1.3,0.9,0.1,0.9,220.0,1983.0,1981.38,252.0,252.91,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1977.8,1938.4,1405.4,1405.2,1405.6,592.5,1463.4,1416.0,1401.0,10.469,10.79,10.737,11.005
95426,110.0,70.0,1954.45,212.68,1963.76,198.83,5.7,27.0,620.87,441.49,402.37,1401.0,592.85,5.1,6.0,5.7,7.9,8.4,9.1,3.1,3.4,2.3,0.0,1.9,1.0,0.4,0.1,0.4,220.0,1983.0,1980.31,252.0,253.04,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1397.5,1936.7,1405.4,1405.6,1406.0,586.9,1465.1,1416.0,1401.0,10.469,10.8,10.737,11.005
95427,110.0,70.0,1954.45,212.28,1963.76,198.07,5.7,27.0,620.87,441.49,403.38,1401.0,593.02,5.1,5.0,5.7,7.9,7.9,8.8,4.4,3.8,2.6,0.0,0.0,1.7,1.8,0.1,0.9,220.0,1983.0,1979.96,252.0,253.04,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1964.5,1936.7,1405.6,1405.6,1406.0,586.9,1465.1,1416.0,1401.0,10.469,10.8,10.737,11.005
95428,110.0,70.0,1950.42,213.83,1964.53,198.81,5.7,27.0,620.89,441.49,404.4,1401.0,593.03,5.9,4.8,5.9,7.9,7.9,8.6,4.4,4.1,2.6,0.0,0.0,1.7,10.2,6.5,10.2,220.0,1983.0,1982.09,252.0,253.32,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1969.0,1936.7,1405.9,1405.7,1405.2,650.0,1475.2,1416.0,1401.0,10.469,10.85,10.737,11.005
95429,110.0,70.0,1953.36,213.83,1964.53,198.81,5.7,27.0,620.89,441.49,403.38,1401.0,593.15,5.9,5.0,5.9,7.9,7.5,8.1,3.8,4.1,2.3,0.0,0.0,2.0,10.2,6.5,10.2,220.0,1983.0,1982.09,252.0,253.38,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1990.9,1936.7,1405.9,1405.9,1405.9,650.0,1475.2,1416.0,1401.0,10.469,10.87,10.737,11.005
95430,110.0,70.0,1953.57,212.43,1962.72,198.06,5.7,27.0,620.89,441.49,402.37,1401.0,593.15,5.0,5.0,5.5,7.2,7.7,8.1,3.8,2.5,2.3,0.0,0.0,2.0,0.1,-0.8,-0.2,220.0,1983.0,1981.74,252.0,253.38,20230424,4.0,1.5,1.9,1.6,1.8,1.5,1.9,1.6,1.8,1.5,1.9,0.0,0.0,1990.9,1938.4,1405.3,1405.9,1405.9,1013.0,1474.2,1416.0,1401.0,10.469,10.89,10.737,11.005
